pipeline,identifier_type,identifier,eid,pid,probe_name,request_kind,object_or_dataset,collection,required,purpose
opto_behavior,eid,3047075f-fe45-4a2d-8cf7-7b20210b1073,3047075f-fe45-4a2d-8cf7-7b20210b1073,,,dataset_pattern,_iblrig_taskData.raw*,raw_behavior_data,false,Legacy fallback for optogenetic trial identification
opto_behavior,eid,312f05e2-db5b-4d2b-99f5-80638c889899,312f05e2-db5b-4d2b-99f5-80638c889899,,,alf_object,trials,ONE-resolved ALF collection,true,"Choices, contrasts, block probability, event times, feedback"
opto_behavior,eid,312f05e2-db5b-4d2b-99f5-80638c889899,312f05e2-db5b-4d2b-99f5-80638c889899,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
opto_behavior,eid,312f05e2-db5b-4d2b-99f5-80638c889899,312f05e2-db5b-4d2b-99f5-80638c889899,,,dataset,_ibl_laserStimulation.intervals.npy,ONE-resolved,true,Optogenetic trial timing
opto_behavior,eid,312f05e2-db5b-4d2b-99f5-80638c889899,312f05e2-db5b-4d2b-99f5-80638c889899,,,dataset_pattern,_iblrig_taskData.raw*,raw_behavior_data,false,Legacy fallback for optogenetic trial identification
opto_behavior,eid,318bffb7-9bca-4145-affe-b52588a5dc1c,318bffb7-9bca-4145-affe-b52588a5dc1c,,,alf_object,trials,ONE-resolved ALF collection,true,"Choices, contrasts, block probability, event times, feedback"
opto_behavior,eid,318bffb7-9bca-4145-affe-b52588a5dc1c,318bffb7-9bca-4145-affe-b52588a5dc1c,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
opto_behavior,eid,318bffb7-9bca-4145-affe-b52588a5dc1c,318bffb7-9bca-4145-affe-b52588a5dc1c,,,dataset,_ibl_laserStimulation.intervals.npy,ONE-resolved,true,Optogenetic trial timing
opto_behavior,eid,318bffb7-9bca-4145-affe-b52588a5dc1c,318bffb7-9bca-4145-affe-b52588a5dc1c,,,dataset_pattern,_iblrig_taskData.raw*,raw_behavior_data,false,Legacy fallback for optogenetic trial identification
opto_behavior,eid,31aaf34d-04ea-4713-b2af-dffddd2ffafd,31aaf34d-04ea-4713-b2af-dffddd2ffafd,,,alf_object,trials,ONE-resolved ALF collection,true,"Choices, contrasts, block probability, event times, feedback"
opto_behavior,eid,31aaf34d-04ea-4713-b2af-dffddd2ffafd,31aaf34d-04ea-4713-b2af-dffddd2ffafd,,,alf_object,wheel,ONE-resolved ALF collection,true,Wheel timestamps and position
